Program,Year,Month,day,Week Ending,Geo Level,State,watershed_code,Commodity,Data Item,Domain,Domain Category,price,chicken,broken eggs,production eggs,chicken production,chicken died,Hatch chicken,chicken lay
SURVEY,2020,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.969,"49,502,000","174,588,000","8,225,300,000",,,"47,952,000","2,382"
SURVEY,2020,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.995,"44,440,000","193,042,000","8,225,300,000",,,"50,429,000","2,449"
SURVEY,2020,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.83,"46,517,000","186,177,000","8,225,300,000","9,222,100,000","164,067,300","50,084,000","2,347"
SURVEY,2019,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.614,"47,211,000","206,100,000","8,225,300,000",,,"60,668,000","2,317"
SURVEY,2019,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.809,"58,422,000","211,862,000","8,225,300,000",,,"46,246,000","2,413"
SURVEY,2019,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.931,"47,490,000","212,624,000","8,225,300,000",,,"45,940,000","2,427"
SURVEY,2019,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.888,"47,798,000","190,800,000","8,225,300,000",,,"52,182,000","2,153"
SURVEY,2019,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.983,"55,001,000","210,527,000","8,225,300,000",,,"55,850,000","2,398"
SURVEY,2019,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.507,"51,443,000","205,938,000","8,225,300,000",,,"50,919,000","2,410"
SURVEY,2019,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.654,"47,615,000","204,019,000","8,225,300,000",,,"51,858,000","2,334"
SURVEY,2019,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.818,"51,648,000","205,414,000","8,225,300,000",,,"55,658,000","2,385"
SURVEY,2019,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.483,"53,586,000","220,062,000","8,225,300,000",,,"60,816,000","2,404"
SURVEY,2019,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.11,"55,489,000","193,139,000","8,225,300,000",,,"48,113,000","2,364"
SURVEY,2019,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.685,"48,069,000","222,239,000","8,225,300,000",,,"52,066,000","2,425"
SURVEY,2019,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.7,"48,512,000","205,019,000","8,225,300,000","9,177,200,000","150,915,900","50,386,000","2,331"
SURVEY,2018,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.19,"47,878,000","192,075,000","8,225,300,000",,,"58,986,000","2,276"
SURVEY,2018,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.09,"56,069,000","213,290,000","8,225,300,000",,,"53,207,000","2,382"
SURVEY,2018,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.08,"46,268,000","205,614,000","8,225,300,000",,,"46,370,000","2,405"
SURVEY,2018,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.26,"50,469,000","177,111,000","8,225,300,000",,,"50,148,000","2,121"
SURVEY,2018,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.15,"51,140,000","194,454,000","8,225,300,000",,,"51,900,000","2,352"
SURVEY,2018,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.09,"46,738,000","203,097,000","8,225,300,000",,,"50,806,000","2,366"
SURVEY,2018,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,"46,193,000","206,715,000","8,225,300,000",,,"53,019,000","2,291"
SURVEY,2018,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,2.01,"50,184,000","186,544,000","8,225,300,000",,,"58,147,000","2,355"
SURVEY,2018,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.848,"56,234,000","207,660,000","8,225,300,000",,,"59,756,000","2,362"
SURVEY,2018,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.13,"56,063,000","197,801,000","8,225,300,000",,,"47,043,000","2,323"
SURVEY,2018,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.909,"45,096,000","211,344,000","8,225,300,000",,,"54,960,000","2,388"
SURVEY,2018,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.929,"51,647,000","203,777,000","8,225,300,000","9,038,300,000","138,983,400","49,610,000","2,312"
SURVEY,2017,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.629,"50,036,000","183,792,000","8,225,300,000",,,"52,762,000","2,313"
SURVEY,2017,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.744,"51,969,000","198,095,000","8,225,300,000",,,"45,861,000","2,388"
SURVEY,2017,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.33,"40,490,000","189,192,000","8,225,300,000",,,"46,697,000","2,383"
SURVEY,2017,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.621,"47,568,000","185,764,000","8,225,300,000",,,"48,127,000","2,160"
SURVEY,2017,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.813,"47,805,000","196,194,000","8,225,300,000",,,"45,367,000","2,401"
SURVEY,2017,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.819,"40,153,000","191,275,000","8,225,300,000",,,"41,862,000","2,404"
SURVEY,2017,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.631,"41,403,000","198,130,000","8,225,300,000",,,"49,722,000","2,320"
SURVEY,2017,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.783,"46,550,000","198,021,000","8,225,300,000",,,"55,919,000","2,395"
SURVEY,2017,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.615,"51,915,000","196,406,000","8,225,300,000",,,"53,506,000","2,388"
SURVEY,2017,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.38,"48,346,000","188,873,000","8,225,300,000",,,"48,363,000","2,310"
SURVEY,2017,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.895,"45,314,000","197,501,000","8,225,300,000",,,"51,495,000","2,361"
SURVEY,2017,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.09,"46,510,000","183,780,000","8,225,300,000","8,913,800,000","125,940,700","42,725,000","2,284"
SURVEY,2016,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.68,"40,655,000","187,654,000","8,225,300,000",,,"51,266,000","2,273"
SURVEY,2016,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.654,"52,062,000","204,125,000","8,225,300,000",,,"43,258,000","2,386"
SURVEY,2016,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.21,"37,677,000","194,929,000","8,225,300,000",,,"45,731,000","2,412"
SURVEY,2016,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.08,"45,460,000","164,532,000","8,225,300,000",,,"54,289,000","2,189"
SURVEY,2016,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.18,"52,007,000","169,162,000","8,225,300,000",,,"47,775,000","2,321"
SURVEY,2016,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.651,"47,950,000","194,219,000","8,225,300,000",,,"41,609,000","2,376"
SURVEY,2016,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.541,"44,077,000","200,376,000","8,225,300,000",,,"57,562,000","2,285"
SURVEY,2016,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.97,"54,050,000","189,233,000","8,225,300,000",,,"57,055,000","2,351"
SURVEY,2016,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.552,"55,105,000","197,289,000","8,225,300,000",,,"57,306,000","2,360"
SURVEY,2016,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.591,"52,257,000","194,956,000","8,225,300,000",,,"41,648,000","2,327"
SURVEY,2016,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.513,"41,090,000","199,084,000","8,225,300,000",,,"43,344,000","2,389"
SURVEY,2016,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.604,"39,979,000","196,176,000","8,225,300,000","8,776,700,000","106,854,900","44,892,000","2,303"
SURVEY,2015,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.08,"42,826,000","181,823,000","8,225,300,000",,,"50,193,000","2,291"
SURVEY,2015,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,2.39,"49,341,000","167,661,000","8,225,300,000",,,"47,131,000","2,332"
SURVEY,2015,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.24,"44,480,000","172,473,000","8,225,300,000",,,"46,679,000","2,334"
SURVEY,2015,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.29,"48,194,000","172,368,000","8,225,300,000",,,"43,774,000","2,103"
SURVEY,2015,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.24,"40,709,000","199,018,000","8,225,300,000",,,"43,868,000","2,349"
SURVEY,2015,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.9,"42,237,000","169,243,000","8,225,300,000",,,"42,790,000","2,333"
SURVEY,2015,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,2,"43,647,000","192,251,000","8,225,300,000",,,"47,212,000","2,258"
SURVEY,2015,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.54,"47,971,000","180,912,000","8,225,300,000",,,"50,187,000","2,359"
SURVEY,2015,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.73,"45,902,000","165,980,000","8,225,300,000",,,"48,315,000","2,339"
SURVEY,2015,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,2,"48,583,000","160,497,000","8,225,300,000",,,"45,848,000","2,261"
SURVEY,2015,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.43,"47,072,000","174,421,000","8,225,300,000",,,"50,194,000","2,320"
SURVEY,2015,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.89,"49,648,000","167,493,000","8,225,300,000","8,688,700,000","132,625,300","49,391,000","2,247"
SURVEY,2014,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.27,"46,521,000","186,160,000","8,225,300,000",,,"46,384,000","2,274"
SURVEY,2014,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.07,"43,770,000","197,877,000","8,225,300,000",,,"39,731,000","2,348"
SURVEY,2014,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.75,"39,651,000","188,417,000","8,225,300,000",,,"42,991,000","2,388"
SURVEY,2014,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.4,"42,006,000","159,763,000","8,225,300,000",,,"41,269,000","2,105"
SURVEY,2014,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.11,"42,109,000","175,961,000","8,225,300,000",,,"44,345,000","2,336"
SURVEY,2014,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.24,"41,220,000","198,534,000","8,225,300,000",,,"42,489,000","2,356"
SURVEY,2014,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.09,"41,259,000","195,946,000","8,225,300,000",,,"44,271,000","2,266"
SURVEY,2014,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.23,"42,981,000","182,580,000","8,225,300,000",,,"44,801,000","2,342"
SURVEY,2014,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.17,"39,867,000","195,415,000","8,225,300,000",,,"49,684,000","2,339"
SURVEY,2014,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.51,"48,134,000","182,578,000","8,225,300,000",,,"36,544,000","2,311"
SURVEY,2014,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.14,"38,051,000","201,929,000","8,225,300,000",,,"44,665,000","2,355"
SURVEY,2014,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.04,"43,486,000","196,978,000","8,225,300,000","8,545,000,000","106,165,900","43,671,000","2,263"
